filename,0_anomaly,0_cluster,0_cluster_length,0_cluster_height,0_cluster_gradient_tr,0_cluster_gradient_tl,3_anomaly,3_cluster,3_cluster_length,3_cluster_height,3_cluster_gradient_tr,3_cluster_gradient_tl,1_anomaly,1_cluster,1_cluster_length,1_cluster_height,1_cluster_gradient_tr,1_cluster_gradient_tl,4_anomaly,4_cluster,4_cluster_length,4_cluster_height,4_cluster_gradient_tr,4_cluster_gradient_tl,2_anomaly,2_cluster,2_cluster_length,2_cluster_height,2_cluster_gradient_tr,2_cluster_gradient_tl,11_anomaly,11_cluster,11_cluster_length,11_cluster_height,11_cluster_gradient_tr,11_cluster_gradient_tl,7_anomaly,7_cluster,7_cluster_length,7_cluster_height,7_cluster_gradient_tr,7_cluster_gradient_tl,10_anomaly,10_cluster,10_cluster_length,10_cluster_height,10_cluster_gradient_tr,10_cluster_gradient_tl,12_anomaly,12_cluster,12_cluster_length,12_cluster_height,12_cluster_gradient_tr,12_cluster_gradient_tl,5_anomaly,5_cluster,5_cluster_length,5_cluster_height,5_cluster_gradient_tr,5_cluster_gradient_tl,9_anomaly,9_cluster,9_cluster_length,9_cluster_height,9_cluster_gradient_tr,9_cluster_gradient_tl,6_anomaly,6_cluster,6_cluster_length,6_cluster_height,6_cluster_gradient_tr,6_cluster_gradient_tl,8_anomaly,8_cluster,8_cluster_length,8_cluster_height,8_cluster_gradient_tr,8_cluster_gradient_tl,16_anomaly,16_cluster,16_cluster_length,16_cluster_height,16_cluster_gradient_tr,16_cluster_gradient_tl,24_anomaly,24_cluster,24_cluster_length,24_cluster_height,24_cluster_gradient_tr,24_cluster_gradient_tl,19_anomaly,19_cluster,19_cluster_length,19_cluster_height,19_cluster_gradient_tr,19_cluster_gradient_tl,26_anomaly,26_cluster,26_cluster_length,26_cluster_height,26_cluster_gradient_tr,26_cluster_gradient_tl,21_anomaly,21_cluster,21_cluster_length,21_cluster_height,21_cluster_gradient_tr,21_cluster_gradient_tl,15_anomaly,15_cluster,15_cluster_length,15_cluster_height,15_cluster_gradient_tr,15_cluster_gradient_tl,14_anomaly,14_cluster,14_cluster_length,14_cluster_height,14_cluster_gradient_tr,14_cluster_gradient_tl,17_anomaly,17_cluster,17_cluster_length,17_cluster_height,17_cluster_gradient_tr,17_cluster_gradient_tl,18_anomaly,18_cluster,18_cluster_length,18_cluster_height,18_cluster_gradient_tr,18_cluster_gradient_tl,20_anomaly,20_cluster,20_cluster_length,20_cluster_height,20_cluster_gradient_tr,20_cluster_gradient_tl,25_anomaly,25_cluster,25_cluster_length,25_cluster_height,25_cluster_gradient_tr,25_cluster_gradient_tl,22_anomaly,22_cluster,22_cluster_length,22_cluster_height,22_cluster_gradient_tr,22_cluster_gradient_tl,13_anomaly,13_cluster,13_cluster_length,13_cluster_height,13_cluster_gradient_tr,13_cluster_gradient_tl,23_anomaly,23_cluster,23_cluster_length,23_cluster_height,23_cluster_gradient_tr,23_cluster_gradient_tl,30_anomaly,30_cluster,30_cluster_length,30_cluster_height,30_cluster_gradient_tr,30_cluster_gradient_tl,35_anomaly,35_cluster,35_cluster_length,35_cluster_height,35_cluster_gradient_tr,35_cluster_gradient_tl,32_anomaly,32_cluster,32_cluster_length,32_cluster_height,32_cluster_gradient_tr,32_cluster_gradient_tl,29_anomaly,29_cluster,29_cluster_length,29_cluster_height,29_cluster_gradient_tr,29_cluster_gradient_tl,31_anomaly,31_cluster,31_cluster_length,31_cluster_height,31_cluster_gradient_tr,31_cluster_gradient_tl,33_anomaly,33_cluster,33_cluster_length,33_cluster_height,33_cluster_gradient_tr,33_cluster_gradient_tl,28_anomaly,28_cluster,28_cluster_length,28_cluster_height,28_cluster_gradient_tr,28_cluster_gradient_tl,27_anomaly,27_cluster,27_cluster_length,27_cluster_height,27_cluster_gradient_tr,27_cluster_gradient_tl,36_anomaly,36_cluster,36_cluster_length,36_cluster_height,36_cluster_gradient_tr,36_cluster_gradient_tl,37_anomaly,37_cluster,37_cluster_length,37_cluster_height,37_cluster_gradient_tr,37_cluster_gradient_tl,34_anomaly,34_cluster,34_cluster_length,34_cluster_height,34_cluster_gradient_tr,34_cluster_gradient_tl,38_anomaly,38_cluster,38_cluster_length,38_cluster_height,38_cluster_gradient_tr,38_cluster_gradient_tl,39_anomaly,39_cluster,39_cluster_length,39_cluster_height,39_cluster_gradient_tr,39_cluster_gradient_tl,46_anomaly,46_cluster,46_cluster_length,46_cluster_height,46_cluster_gradient_tr,46_cluster_gradient_tl,42_anomaly,42_cluster,42_cluster_length,42_cluster_height,42_cluster_gradient_tr,42_cluster_gradient_tl,45_anomaly,45_cluster,45_cluster_length,45_cluster_height,45_cluster_gradient_tr,45_cluster_gradient_tl,41_anomaly,41_cluster,41_cluster_length,41_cluster_height,41_cluster_gradient_tr,41_cluster_gradient_tl,40_anomaly,40_cluster,40_cluster_length,40_cluster_height,40_cluster_gradient_tr,40_cluster_gradient_tl,44_anomaly,44_cluster,44_cluster_length,44_cluster_height,44_cluster_gradient_tr,44_cluster_gradient_tl,47_anomaly,47_cluster,47_cluster_length,47_cluster_height,47_cluster_gradient_tr,47_cluster_gradient_tl,43_anomaly,43_cluster,43_cluster_length,43_cluster_height,43_cluster_gradient_tr,43_cluster_gradient_tl
1011083.js,0.0,0,59.0,2.25,0.038135593220338986,-0.038135593220338986,,,,,,,0.0,1,300.0,2.25,0.0075,-0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015896.js,0.0,0,28.0,4.25,0.15178571428571427,-0.15178571428571427,0.0,3.0,327.0,5.75,0.017584097859327217,-0.017584097859327217,0.0,1,327.0,5.75,0.017584097859327217,-0.017584097859327217,0.0,4.0,327.0,5.75,0.017584097859327217,-0.017584097859327217,0.0,2.0,327.0,5.75,0.017584097859327217,-0.017584097859327217,,,,,,,0.0,7.0,327.0,5.75,0.017584097859327217,-0.017584097859327217,,,,,,,,,,,,,0.0,5.0,327.0,5.75,0.017584097859327217,-0.017584097859327217,,,,,,,0.0,6.0,327.0,5.75,0.017584097859327217,-0.017584097859327217,0.0,8.0,327.0,5.75,0.017584097859327217,-0.017584097859327217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017547.js,0.0,0,72.0,1.75,0.024305555555555556,-0.024305555555555556,0.0,3.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,1,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,4.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,2.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,11.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,7.0,72.0,1.75,0.024305555555555556,-0.024305555555555556,0.0,10.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,12.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,5.0,72.0,1.75,0.024305555555555556,-0.024305555555555556,0.0,9.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,6.0,72.0,1.75,0.024305555555555556,-0.024305555555555556,0.0,8.0,72.0,1.75,0.024305555555555556,-0.024305555555555556,0.0,16.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,24.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,19.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,26.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,21.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,15.0,72.0,1.75,0.024305555555555556,-0.024305555555555556,0.0,14.0,72.0,1.75,0.024305555555555556,-0.024305555555555556,0.0,17.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,18.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,20.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,25.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,22.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,13.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,0.0,23.0,284.0,2.25,0.007922535211267605,-0.007922535211267605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018183.js,0.0,0,333.0,3.0,0.009009009009009009,-0.009009009009009009,,,,,,,0.0,1,26.0,2.5,0.09615384615384616,-0.09615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020314.js,0.0,0,118.0,1.5,0.012711864406779662,-0.012711864406779662,,,,,,,0.0,1,240.0,1.5,0.00625,-0.00625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025150.js,0.0,0,108.0,3.25,0.03009259259259259,-0.03009259259259259,,,,,,,0.0,1,250.0,3.5,0.014,-0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026615.js,0.0,0,29.0,0.5,0.017241379310344827,-0.017241379310344827,0.0,3.0,59.0,0.25,0.00423728813559322,-0.00423728813559322,0.0,1,25.0,0.5,0.02,-0.02,,,,,,,0.0,2.0,86.0,0.75,0.00872093023255814,-0.00872093023255814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027092.js,0.0,0,1.0,0.25,0.25,-0.25,,,,,,,0.0,1,359.0,2.5,0.006963788300835654,-0.006963788300835654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032494.js,0.0,0,281.0,1.75,0.006227758007117438,-0.006227758007117438,,,,,,,0.0,1,77.0,1.5,0.01948051948051948,-0.01948051948051948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034768.js,0.0,0,289.0,1.5,0.005190311418685121,-0.005190311418685121,,,,,,,0.0,1,69.0,1.25,0.018115942028985508,-0.018115942028985508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040048.js,0.0,0,73.0,3.0,0.0410958904109589,-0.0410958904109589,,,,,,,0.0,1,284.0,2.75,0.009683098591549295,-0.009683098591549295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044434.js,0.0,0,102.0,3.0,0.029411764705882353,-0.029411764705882353,,,,,,,0.0,1,254.0,2.75,0.010826771653543307,-0.010826771653543307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049661.js,0.0,0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,3.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,1,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,4.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,2.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,11.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,7.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,10.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,12.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,5.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,9.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,6.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,8.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,16.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,24.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,19.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,26.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,21.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,15.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,14.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,17.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,18.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,20.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,25.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,22.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,13.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,23.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,30.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,35.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,32.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,29.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,31.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,33.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,28.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,27.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,0.0,36.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,37.0,261.0,1.75,0.006704980842911878,-0.006704980842911878,0.0,34.0,94.0,1.75,0.018617021276595744,-0.018617021276595744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055093.js,0.0,0,51.0,0.75,0.014705882352941176,-0.014705882352941176,,,,,,,0.0,1,307.0,1.25,0.004071661237785016,-0.004071661237785016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055262.js,0.0,0,22.0,2.0,0.09090909090909091,-0.09090909090909091,,,,,,,0.0,1,336.0,2.5,0.00744047619047619,-0.00744047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059731.js,0.0,0,307.0,1.5,0.004885993485342019,-0.004885993485342019,,,,,,,0.0,1,51.0,1.25,0.024509803921568627,-0.024509803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064265.js,0.0,0,176.0,2.75,0.015625,-0.015625,0.0,3.0,181.0,2.75,0.015193370165745856,-0.015193370165745856,0.0,1,181.0,2.75,0.015193370165745856,-0.015193370165745856,,,,,,,0.0,2.0,181.0,2.75,0.015193370165745856,-0.015193370165745856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085956.js,0.0,0,230.0,2.25,0.009782608695652175,-0.009782608695652175,,,,,,,0.0,1,128.0,2.25,0.017578125,-0.017578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092996.js,0.0,0,15.0,2.0,0.13333333333333333,-0.13333333333333333,,,,,,,0.0,1,343.0,2.0,0.0058309037900874635,-0.0058309037900874635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159346.js,0.0,0,40.0,2.0,0.05,-0.05,,,,,,,0.0,1,317.0,3.75,0.011829652996845425,-0.011829652996845425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169150.js,0.0,0,195.0,1.25,0.00641025641025641,-0.00641025641025641,,,,,,,0.0,1,163.0,1.25,0.007668711656441718,-0.007668711656441718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169299.js,0.0,0,310.0,1.5,0.004838709677419355,-0.004838709677419355,,,,,,,0.0,1,48.0,1.5,0.03125,-0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208807.js,0.0,0,317.0,2.5,0.007886435331230283,-0.007886435331230283,,,,,,,0.0,1,42.0,2.25,0.05357142857142857,-0.05357142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230176.js,0.0,0,114.0,1.25,0.010964912280701754,-0.010964912280701754,,,,,,,0.0,1,244.0,1.5,0.006147540983606557,-0.006147540983606557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
